iter	Passed	Remaining
694	145196	63719
695	145391	63504
696	145622	63305
697	145851	63104
698	146050	62891
699	146295	62697
700	146496	62485
701	146694	62272
702	146910	62065
703	147107	61851
704	147351	61657
705	147562	61449
706	147787	61247
707	148054	61061
708	148322	60876
709	148577	60686
710	148824	60492
711	149128	60321
712	149347	60116
713	149609	59927
714	149883	59743
715	150169	59564
716	150394	59360
717	150621	59157
718	150878	58966
719	151113	58766
720	151332	58559
721	151605	58374
722	151842	58174
723	152073	57972
724	152330	57780
725	152549	57573
726	152779	57370
727	153004	57166
728	153271	56977
729	153488	56769
730	153738	56573
731	153948	56363
732	154171	56157
733	154405	55956
734	154648	55757
735	154959	55583
736	155207	55386
737	155423	55177
738	155658	54975
739	155865	54763
740	156088	54557
741	156302	54347
742	156553	54151
743	156798	53952
744	157037	53750
745	157272	53548
746	157504	53344
747	157729	53138
748	157980	52941
749	158238	52746
750	158434	52530
751	158657	52323
752	158894	52120
753	159106	51910
754	159378	51718
755	159616	51516
756	159912	51332
757	160154	51131
758	160414	50935
759	160621	50722
760	160864	50521
761	161185	50344
762	161514	50169
763	161724	49956
764	161930	49743
765	162170	49540
766	162411	49337
767	162668	49139
768	162926	48941
769	163169	48739
770	163412	48536
771	163650	48332
772	163858	48118
773	164130	47924
774	164385	47724
775	164646	47526
776	164888	47323
777	165104	47112
778	165361	46912
779	165633	46717
780	165928	46527
781	166172	46324
782	166465	46134
783	166906	45984
784	167299	45820
785	167635	45641
786	167978	45462
787	168410	45308
788	168718	45119
789	168949	44910
790	169239	44716
791	169452	44502
792	169719	44302
793	169941	44090
794	170178	43882
795	170393	43668
796	170678	43472
797	170997	43285
798	171315	43096
799	171618	42904
800	171983	42727
801	172296	42536
802	172569	42336
803	172818	42129
804	173083	41927
805	173369	41729
806	173625	41523
807	173863	41314
808	174230	41134
809	174535	40940
810	174862	40751
811	175127	40546
812	175379	40339
813	175620	40129
814	175855	39918
815	176120	39713
816	176386	39508
817	176623	39297
818	176901	39095
819	177164	38889
820	177420	38682
821	177672	38474
822	177901	38260
823	178148	38051
824	178403	37843
825	178650	37633
826	178980	37440
827	179240	37233
828	179499	37025
829	179796	36825
830	180047	36616
831	180302	36407
832	180575	36201
833	180865	35999
834	181167	35799
835	181434	35592
836	181679	35380
837	181949	35174
838	182162	34956
839	182425	34747
840	182634	34528
841	182905	34321
842	183151	34110
843	183383	33895
844	183589	33676
845	183839	33464
846	184076	33251
847	184382	33049
848	184623	32836
849	184864	32623
850	185102	32409
851	185356	32198
852	185588	31983
853	185828	31769
854	186069	31555
855	186295	31339
856	186532	31125
857	186731	30904
858	186950	30686
859	187165	30468
860	187414	30256
861	187638	30039
862	187845	29820
863	188080	29605
864	188306	29388
865	188556	29176
866	188762	28956
867	189010	28743
868	189245	28528
869	189475	28312
870	189734	28100
871	189994	27889
872	190240	27675
873	190477	27460
874	190700	27242
875	190936	27027
876	191195	26815
877	191364	26590
878	191597	26374
879	191822	26157
880	192034	25938
881	192247	25720
882	192484	25504
883	192723	25289
884	192984	25077
885	193260	24866
886	193537	24655
887	193780	24440
888	194032	24226
889	194279	24012
890	194549	23800
891	194801	23585
892	195047	23370
893	195313	23158
894	195558	22942
895	195806	22727
896	196075	22514
897	196320	22299
898	196576	22084
899	196812	21868
900	197039	21650
901	197296	21435
902	197551	21220
903	197800	21005
904	198031	20787
905	198266	20570
906	198528	20356
907	198758	20138
908	198972	19919
909	199193	19700
910	199504	19490
911	199732	19272
912	199962	19054
913	200206	18837
914	200466	18622
915	200719	18406
916	200973	18190
917	201228	17974
918	201486	17758
919	201700	17539
920	201939	17321
921	202145	17101
922	202396	16884
923	202624	16666
924	202846	16446
925	203073	16228
926	203291	16008
927	203541	15792
928	203780	15574
929	204005	15355
930	204262	15138
931	204495	14920
932	204767	14704
933	204998	14485
934	205249	14268
935	205498	14051
936	205695	13830
937	205968	13614
938	206295	13401
939	206610	13187
940	206926	12974
941	207211	12758
942	207470	12540
943	207755	12324
944	208022	12107
945	208285	11889
946	208514	11669
947	208780	11452
948	208986	11231
949	209203	11010
950	209442	10791
951	209673	10571
952	209890	10351
953	210096	10130
954	210275	9908
955	210486	9687
956	210706	9467
957	210932	9247
958	211200	9029
959	211446	8810
960	211684	8590
961	211917	8370
962	212157	8151
963	212431	7933
964	212687	7714
965	212901	7493
966	213137	7273
967	213358	7053
968	213592	6833
969	213835	6613
970	214086	6393
971	214311	6173
972	214577	5954
973	214792	5733
974	215044	5513
975	215283	5293
976	215563	5074
977	215825	4854
978	216067	4634
979	216309	4414
980	216556	4194
981	216810	3974
982	217035	3753
983	217265	3532
984	217509	3312
985	217746	3091
986	217996	2871
987	218210	2650
988	218437	2429
989	218668	2208
990	218877	1987
991	219114	1767
992	219357	1546
993	219626	1325
994	219960	1105
995	220231	884
996	220481	663
997	220717	442
998	220961	221
999	221211	0
