iter	Logloss
179	0.1196167818
180	0.1194865666
181	0.1193440107
182	0.119210905
183	0.1190968312
184	0.1190417721
185	0.1189273441
186	0.118876748
187	0.1187664208
188	0.1187188271
189	0.118615097
190	0.1185982486
191	0.1185755105
192	0.1185375683
193	0.1184961255
194	0.1184778361
195	0.1184540743
196	0.1184103811
197	0.1183915012
198	0.118369441
199	0.1183560786
200	0.1183396412
201	0.1183245386
202	0.1182891896
203	0.1182658937
204	0.1182474554
205	0.1182228061
206	0.1181846807
207	0.1181654053
208	0.1181390696
209	0.1180624312
210	0.1180424845
211	0.1180164685
212	0.1179968431
213	0.1179840949
214	0.1179606379
215	0.1177062048
216	0.1176886044
217	0.1176687981
218	0.117648424
219	0.1176326559
220	0.1175759623
221	0.1175630707
222	0.1175423539
223	0.1175045206
224	0.117443284
225	0.1174287036
226	0.1172069694
227	0.1171907863
228	0.1171625618
229	0.1171542665
230	0.1171241719
231	0.1170670203
232	0.1170526492
233	0.1169755006
234	0.1169278629
235	0.1168987139
236	0.1168807421
237	0.1168652249
238	0.116816713
239	0.1168011485
240	0.116792613
241	0.1167715262
242	0.1165423579
243	0.1165261265
244	0.1165116951
245	0.116484076
246	0.1163041873
247	0.1162879463
248	0.1162673057
249	0.116213167
250	0.1161971256
251	0.1161131326
252	0.1161025311
253	0.1160857329
254	0.1160778171
255	0.1160648583
256	0.1160145193
257	0.1159915112
258	0.1159690944
259	0.1159555667
260	0.1159430625
261	0.1159083681
262	0.1158948039
263	0.1158768821
264	0.1157718537
265	0.1157588727
266	0.1157413055
267	0.1157288619
268	0.1156630281
269	0.1154950865
270	0.115430696
271	0.115419861
272	0.1154119533
273	0.1153988775
274	0.1153836455
275	0.1153357818
276	0.1153156662
277	0.1152901954
278	0.1150270337
279	0.1150168861
280	0.1150064933
281	0.1149976291
282	0.1149112034
283	0.1148829526
284	0.1148727777
285	0.1148386642
286	0.1148224494
287	0.1148060223
288	0.114792433
289	0.1147812751
290	0.1147725077
291	0.1147601655
292	0.1147459736
293	0.1147353252
294	0.1147240978
295	0.114714373
296	0.114706307
297	0.1146979437
298	0.114675371
299	0.1146616826
300	0.11464986
301	0.1146387864
302	0.1146239253
303	0.1146019174
304	0.1145762049
305	0.1145637273
306	0.1145469641
307	0.1145391724
308	0.1144968035
309	0.1144625152
310	0.114443232
311	0.1144032756
312	0.1143904431
313	0.1143457932
314	0.114302536
315	0.1142564153
316	0.1142423654
317	0.114228755
318	0.1142174648
319	0.1141775099
320	0.114171347
321	0.1141576017
322	0.1140976732
323	0.1140818986
324	0.114035122
325	0.11402558
326	0.1139801449
327	0.1139665271
328	0.1139522293
329	0.1139431967
330	0.1139361626
331	0.1139235715
332	0.1139084864
333	0.1138971771
334	0.11388786
335	0.1138645171
336	0.1137463507
337	0.1136457783
338	0.1136311418
339	0.1136205891
340	0.1136117285
341	0.1136010285
342	0.1135911583
343	0.1135754735
344	0.11356437
345	0.1135432238
346	0.1135342763
347	0.1135136895
348	0.1134655534
349	0.1133157271
350	0.113302529
351	0.1132876648
352	0.1132762605
353	0.1132349655
354	0.1132196027
355	0.1132116144
356	0.1131691523
357	0.1131595213
358	0.1131512638
359	0.113131495
360	0.1131174366
361	0.1130727337
362	0.1130548737
363	0.1130359351
364	0.1130236317
365	0.1130134973
366	0.1130021018
367	0.1129925192
368	0.1129845423
369	0.1129738581
370	0.1129659958
371	0.1129154593
372	0.1129048772
373	0.1128544193
374	0.1128386688
375	0.1128321933
376	0.1128111051
377	0.1127810552
378	0.1127737463
379	0.1127613232
380	0.1127419181
381	0.1127366723
382	0.1127122018
383	0.1126489579
384	0.112609351
385	0.1125978566
386	0.1125768716
387	0.112564381
388	0.1125554474
389	0.1125415849
390	0.1125300676
391	0.1125181614
392	0.1125108072
393	0.1124989267
394	0.1124896674
395	0.1124819403
396	0.1124676302
397	0.1124631098
398	0.1124522841
399	0.1124194166
400	0.112407604
401	0.1123915628
402	0.1123690768
403	0.1123603983
404	0.1123475111
405	0.1123361721
406	0.1123258477
407	0.1123081352
408	0.1122989337
409	0.1122869638
410	0.1122760358
411	0.1122602188
412	0.1122494345
413	0.1122330829
414	0.1122214486
415	0.1122109102
416	0.1122034383
417	0.1122033146
418	0.1121900998
419	0.1121774193
420	0.1120093966
421	0.1119966671
422	0.1119744061
423	0.111962132
424	0.1119505257
425	0.1119430798
426	0.1119325444
427	0.1119215995
428	0.1119105603
429	0.1118986674
430	0.1118879666
431	0.1118757555
432	0.1118713568
433	0.1118575488
434	0.1118400562
435	0.1117229564
436	0.1117106798
437	0.1116940367
438	0.1116823956
439	0.1116737066
440	0.1116629856
441	0.1116532004
442	0.1116317327
443	0.1115214002
444	0.1115111789
445	0.111501449
446	0.1114927049
447	0.1113917955
448	0.1113740722
449	0.1113587995
450	0.1112357281
451	0.1112286165
452	0.1112152496
453	0.1112051389
454	0.1111915694
455	0.1111345666
456	0.1111264632
457	0.1111023104
458	0.1110876958
459	0.111076114
460	0.1110661768
461	0.1110283237
462	0.111020306
463	0.1110103392
464	0.1109625735
465	0.1109264502
466	0.1109092054
467	0.110900152
468	0.1108932091
469	0.1108793138
470	0.1108212887
471	0.110810111
472	0.1107989266
473	0.1107763702
474	0.1107718205
475	0.1107635277
476	0.1107487675
477	0.1107358639
478	0.1107295393
479	0.1106903489
480	0.1106762942
481	0.1106721928
482	0.1106614903
483	0.1106460366
484	0.1106392909
485	0.110628092
486	0.1106210924
487	0.1106050551
488	0.1105937144
489	0.1105817811
490	0.1105683124
491	0.1105527096
492	0.1105461429
493	0.1105309949
494	0.110520147
495	0.1105082822
496	0.1105009619
497	0.1104780897
498	0.1104680477
499	0.1104582978
500	0.1104087439
501	0.1103932102
502	0.1103792895
503	0.110350144
504	0.1103411738
505	0.1102642696
506	0.1102583331
507	0.1101845233
508	0.1101755902
509	0.1101686148
510	0.1101567335
511	0.1101435169
512	0.11010457
513	0.1100931681
514	0.1100814759
515	0.1100690564
516	0.1100315139
517	0.110020052
518	0.1100057686
519	0.1099930354
520	0.1099811424
521	0.1099654186
522	0.1099559749
523	0.1099486466
524	0.1099393687
525	0.1099308251
526	0.1098930591
527	0.1098709771
528	0.1098619616
529	0.1098521777
530	0.1097675682
531	0.1097581017
532	0.1096069055
533	0.1092866258
534	0.1092781572
535	0.1092026918
536	0.1091906305
537	0.1091297247
538	0.1091164839
539	0.1091090379
540	0.1091018036
541	0.109086405
542	0.1089400506
543	0.1089310537
544	0.1089169661
545	0.1088253955
546	0.1088166982
547	0.108805482
548	0.1087940892
549	0.1087039789
550	0.108692368
551	0.108682673
552	0.1086730534
553	0.1086647197
554	0.1085703921
555	0.1085531292
556	0.1085434414
557	0.1085328523
558	0.1085252872
559	0.1085104831
560	0.1084499438
561	0.1084301203
562	0.1084216706
563	0.108263446
564	0.1082480983
565	0.1082103897
566	0.1080921591
567	0.108086224
568	0.108076195
569	0.1080499011
570	0.1080371768
571	0.1080252976
572	0.1080136426
573	0.1080068943
574	0.108002042
575	0.1079901754
576	0.1079840573
577	0.1079765191
578	0.1079678739
579	0.1079248199
580	0.1079145053
581	0.1079144499
582	0.1078595718
583	0.1078523983
584	0.1078414309
585	0.1078231334
586	0.1078159791
587	0.107815942
588	0.1078068113
589	0.1077969744
590	0.10778304
591	0.1077776513
592	0.1077438411
593	0.1077313901
594	0.1077277122
595	0.1077200094
596	0.1077081842
597	0.1076999551
598	0.1076964804
599	0.1076876526
600	0.1076766562
601	0.1076645034
602	0.1076556966
603	0.1076463259
604	0.1076185966
605	0.1076048108
606	0.1075913676
607	0.1075815084
608	0.1075715245
609	0.1075552946
610	0.1074993466
611	0.1073146335
612	0.1073012368
613	0.1072892144
614	0.1072828909
615	0.1072695625
616	0.107253217
617	0.1072444192
618	0.1072274225
619	0.10721862
620	0.1072108295
621	0.1071959646
622	0.1071910228
623	0.1071816002
624	0.1071739619
625	0.107162768
626	0.1071524454
627	0.1071443549
628	0.1071431654
629	0.1071372717
630	0.1071255116
631	0.1071129407
632	0.1071067706
633	0.1070988892
634	0.1070921998
635	0.1070850618
636	0.1070713715
637	0.1070610695
638	0.1070485677
639	0.1070416521
640	0.1070236506
641	0.1070139645
642	0.1070071402
643	0.1069991279
644	0.106963826
645	0.1069542343
646	0.1069473929
647	0.1069407373
648	0.1069302221
649	0.1069234461
650	0.1069152214
651	0.1069049116
652	0.1068176802
653	0.1068065815
654	0.1067978138
655	0.1067352257
656	0.1067247742
657	0.1067154499
658	0.106706319
659	0.1067014429
660	0.1066843231
661	0.1066713193
662	0.1066256394
663	0.1066157166
664	0.1066096831
665	0.1066044487
666	0.106573778
667	0.1064342979
668	0.1064031985
669	0.1063916394
670	0.1063785191
671	0.1063670101
672	0.1063527953
673	0.1062420083
674	0.1062376037
675	0.1062290893
676	0.1062014253
677	0.1061918706
678	0.1061804041
679	0.1061670661
680	0.1061574202
681	0.1061459532
682	0.1061364689
683	0.1061302155
684	0.1061211287
685	0.1061114016
686	0.1061084219
687	0.1060979261
688	0.1060902113
689	0.106082121
690	0.1060740517
691	0.1060604536
692	0.1060500871
693	0.1060449014
694	0.1060341451
695	0.1060195269
696	0.1059736422
697	0.105964196
698	0.1059519714
699	0.1059180463
700	0.1059043522
701	0.1058887104
702	0.1058807062
703	0.1058754891
704	0.1058681154
705	0.1058615656
706	0.1058507218
707	0.1058404305
708	0.1058320951
709	0.105826566
710	0.1058166309
711	0.1058090351
712	0.1058045135
713	0.1057954772
714	0.1057795357
715	0.1057720619
716	0.1057614794
717	0.1057533747
718	0.105742966
719	0.1057299255
720	0.1057154323
721	0.105703583
722	0.1056986947
723	0.1056933112
724	0.1056868994
725	0.1056810718
726	0.1056732594
727	0.1056658981
728	0.1056612956
729	0.1056534928
730	0.1056442556
731	0.1056383373
732	0.1056332561
733	0.1056188746
734	0.1056034098
735	0.1055916878
736	0.1055850014
737	0.1055783559
738	0.1055647156
739	0.1055583991
740	0.1055405956
741	0.1055291585
742	0.1055178845
743	0.1055009415
744	0.1054868608
745	0.105483502
746	0.1054695582
747	0.1054581307
748	0.1054497203
749	0.1054437233
750	0.1054349945
751	0.1054228731
752	0.1054123876
753	0.1054123318
754	0.1054016132
755	0.1053854002
756	0.1053770309
757	0.1053625282
758	0.1053474252
759	0.1053298903
760	0.1053206266
761	0.1053115718
762	0.1053029117
763	0.1052822797
764	0.1052742255
765	0.1052622213
766	0.1052505004
767	0.1052401174
768	0.1052333919
769	0.1052266416
770	0.1052179456
771	0.1052106308
772	0.1051988099
773	0.1051828423
774	0.1051731165
775	0.1051660569
776	0.1051552644
777	0.1051428108
778	0.1051256809
779	0.1051165169
780	0.1051110015
781	0.1051009523
782	0.1050895773
783	0.1050824309
784	0.1050775896
785	0.1050643777
786	0.1050562718
787	0.1050464933
788	0.1050329005
789	0.1050274604
790	0.1050217822
791	0.1050065879
792	0.1049983589
793	0.1049883588
794	0.1049798221
795	0.1049698577
796	0.1048965268
797	0.1048873185
798	0.1048805299
799	0.1048744843
800	0.1048646684
801	0.104853694
802	0.1048468876
803	0.1048401293
804	0.1048288971
805	0.1048215374
806	0.1048167297
807	0.1048042789
808	0.1045777188
809	0.1045668297
810	0.1045587817
811	0.104553769
812	0.1045488228
813	0.1045374254
814	0.1045280804
815	0.1045223533
816	0.1044814112
817	0.1044713646
818	0.1044632132
819	0.1044582872
820	0.1044442192
821	0.104419621
822	0.1044078418
823	0.1043444796
824	0.1043374843
825	0.1043269205
826	0.1043175299
827	0.1043081295
828	0.1042461185
829	0.1041711765
830	0.1041634023
831	0.1041569305
832	0.1041486706
833	0.1040569119
834	0.1040524533
835	0.1040466688
836	0.1040156101
837	0.103964417
838	0.1039591575
839	0.1039516969
840	0.1039357599
841	0.1039275916
842	0.103921193
843	0.1038799808
844	0.1038703976
845	0.1038567329
846	0.1038321101
847	0.1038250457
848	0.1038190377
849	0.103806123
850	0.1037987034
851	0.1037687064
852	0.1037615416
853	0.103754616
854	0.1037465829
855	0.1037383135
856	0.1037323431
857	0.1037282934
858	0.1037229239
859	0.1037108491
860	0.1036694522
861	0.1036285262
862	0.1036150494
863	0.1036100205
864	0.1035964512
865	0.1035867877
866	0.1035818571
867	0.103572472
868	0.1035632339
869	0.1035579999
870	0.1035503147
871	0.1035428279
872	0.1035377834
873	0.1035278688
874	0.1035209038
875	0.1035115267
876	0.1035037306
877	0.1035037333
878	0.1034942804
879	0.1034886944
880	0.1034801208
881	0.1034717441
882	0.103462447
883	0.1034571408
884	0.1033815319
885	0.103371894
886	0.1033618319
887	0.1033542452
888	0.1033465982
889	0.1033412879
890	0.1033324704
891	0.1033217068
892	0.1033158213
893	0.1033091478
894	0.1033043548
895	0.1032975615
896	0.1032579734
897	0.1032518613
898	0.1032436259
899	0.1032320107
900	0.1032260908
901	0.1032212716
902	0.1032129165
903	0.1032028153
904	0.1031926227
905	0.1031824698
906	0.1031748577
907	0.1031683071
908	0.1031607287
909	0.1031547538
910	0.1031484414
911	0.1031415003
912	0.1031292334
913	0.1031230095
914	0.103116529
915	0.1031107545
916	0.1031011165
917	0.1030937376
918	0.1030896555
919	0.1030809875
920	0.1030758264
921	0.1030669524
922	0.1030602106
923	0.1030237656
924	0.1030146417
925	0.1030063828
926	0.1030006641
927	0.1029900689
928	0.1029826549
929	0.1029231233
930	0.1029150667
931	0.1029048756
932	0.1028975698
933	0.1028887712
934	0.1028801892
935	0.1028720267
936	0.1028660779
937	0.1028508349
938	0.1028142973
939	0.102804379
940	0.1027958141
941	0.1027957569
942	0.102791389
943	0.1027816576
944	0.1027745937
945	0.1027690485
946	0.1027614386
947	0.1027554393
948	0.1027476739
949	0.1027373806
950	0.1027317565
951	0.1027239369
952	0.1027182521
953	0.1027103646
954	0.1027083845
955	0.1026949658
956	0.1026903755
957	0.1026821375
958	0.1026737558
959	0.1026666372
960	0.1026428459
961	0.1026326268
962	0.1026240605
963	0.1026175251
964	0.1026076766
965	0.1025964777
966	0.1025855536
967	0.1025755709
968	0.1025683728
969	0.1024873827
970	0.102482228
971	0.1024685097
972	0.1024599048
973	0.1024449987
974	0.102437344
975	0.1024295843
976	0.1024226601
977	0.1024104137
978	0.1024028827
979	0.1023928588
980	0.1023841927
981	0.1023609972
982	0.1023469874
983	0.1023371325
984	0.1023292695
985	0.1023206875
986	0.1023079289
987	0.1023005814
988	0.1022960237
989	0.1022808884
990	0.102258966
991	0.102250164
992	0.1022414383
993	0.102231174
994	0.1022229648
995	0.1022130859
996	0.1022076082
997	0.1022058076
998	0.1022008304
999	0.1021934815
